split,policy,seed,scope,n_all,all_rmse,all_mae,all_n,all_spearman,all_pearson,n_exact,exact_rmse,exact_mae,exact_n,exact_spearman,exact_pearson,n_threshold_500nm,threshold_500nm_accuracy,threshold_500nm_balanced_accuracy,threshold_500nm_precision,threshold_500nm_recall,threshold_500nm_f1,threshold_500nm_auroc,threshold_500nm_auprc
test,mask_unresolved,43,overall,1710,0.9256768663758338,0.7055298884753247,1710.0,0.7952019239645873,0.8040713706696512,1391,0.9820038452072669,0.7725087768531462,1391.0,0.7666856620634843,0.7586118396397249,1710,0.835672514619883,0.8367629368915819,0.7906683480453972,0.8450134770889488,0.8169381107491855,0.9197744258314584,0.8803560053743736
test,mask_unresolved,43,single,749,0.8670812436622753,0.6948047171934981,749.0,0.7933057391873785,0.8165553961098336,678,0.8773473403309581,0.6997025196542167,678.0,0.7937517924713373,0.8021756069389773,749,0.8477970627503337,0.842217582927395,0.7708333333333334,0.8222222222222222,0.7956989247311829,0.9309324982602645,0.8882896617043171
test,mask_unresolved,43,flanks_agree,229,1.0110677346657564,0.8026995430151448,229.0,0.7858378705990257,0.7749445858899743,192,1.0912908672302581,0.8964021591236815,192.0,0.6639839367049275,0.6624648248349709,229,0.7991266375545851,0.7908442982456141,0.8175182481751825,0.8421052631578947,0.8296296296296297,0.8904683583959899,0.8927936320954827
test,mask_unresolved,43,within_gene_canonical,20,0.6224826665705911,0.5147030711174011,20.0,0.8451857092911498,0.8794944349093275,14,0.671828560535647,0.5272236381258283,14.0,0.7163882967941481,0.678886154365538,20,0.95,0.9545454545454546,1.0,0.9090909090909091,0.9523809523809523,1.0,1.0
test,mask_unresolved,43,cross_gene_unresolved,31,0.7087946885587527,0.5817291505875126,31.0,0.8994045323841628,0.9099951560375503,28,0.7315540147354007,0.5968239818300519,28.0,0.8664392656128859,0.8622460829928684,31,0.9032258064516129,0.8940217391304348,0.9545454545454546,0.9130434782608695,0.9333333333333332,0.9402173913043478,0.9788415068277768
test,mask_unresolved,43,within_gene_unresolved,10,0.9859487611163349,0.7536765933036804,10.0,0.8582534384177868,0.9160216736353676,6,1.2702626787544442,1.1898430784543355,6.0,0.47809144373375745,0.41969292858510293,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test,mask_unresolved,43,unresolved_union,41,0.7854629956952752,0.6236675512499925,41.0,0.8753818493009995,0.9117692235843292,34,0.8517490547920656,0.701474410646102,34.0,0.8113906881462312,0.8282310229283073,41,0.926829268292683,0.9238505747126436,0.9642857142857143,0.9310344827586207,0.9473684210526316,0.9683908045977011,0.9867791820197269
test,mask_unresolved,43,unmapped,671,0.9728033558968264,0.6950294332947976,671.0,0.7690324874605667,0.7861877270725857,473,1.0879520964345875,0.8389448727900458,473.0,0.6664335435951739,0.6802858812959772,671,0.8256333830104322,0.828631279893552,0.7757575757575758,0.8561872909698997,0.8139904610492845,0.907950336246269,0.8638198433992917
val,mask_unresolved,44,overall,1676,0.9154152328850497,0.6949933823942693,1676.0,0.8159001679700115,0.8267323799011679,1368,0.9604484777975144,0.7490274621737435,1368.0,0.7993070276228156,0.7951215589119707,1676,0.8568019093078759,0.8642949632393284,0.7828220858895706,0.9101283880171184,0.841688654353562,0.9343501956911372,0.8916914570832931
val,mask_unresolved,44,single,759,0.8848378612510721,0.6883660158405034,759.0,0.8120255367740083,0.8164819558407727,691,0.8998946183979646,0.7028836801259977,691.0,0.8048661699265011,0.8021653661899547,759,0.841897233201581,0.8473950666845087,0.7469512195121951,0.8687943262411347,0.8032786885245902,0.9279368690247856,0.8800058461573401
val,mask_unresolved,44,flanks_agree,215,0.821850333355635,0.6639136563466732,215.0,0.8586004271111929,0.8926583600036598,182,0.8523539842300711,0.6944069383706857,182.0,0.8049354855886038,0.8486416546216383,215,0.9302325581395349,0.9230558598028478,0.9333333333333333,0.9545454545454546,0.9438202247191012,0.9636728733114275,0.9688629742347701
