split,policy,seed,scope,n_all,all_rmse,all_mae,all_n,all_spearman,all_pearson,n_exact,exact_rmse,exact_mae,exact_n,exact_spearman,exact_pearson,n_threshold_500nm,threshold_500nm_accuracy,threshold_500nm_balanced_accuracy,threshold_500nm_precision,threshold_500nm_recall,threshold_500nm_f1,threshold_500nm_auroc,threshold_500nm_auprc
val,legacy_global_canonical,44,unresolved_union,49,0.9427368827924215,0.7947616896459034,49.0,0.6132804915196352,0.7702325799104054,43,0.9932126697550399,0.8486450359571812,43.0,0.435766015890172,0.6006385997745618,49,0.9183673469387755,0.8852941176470588,0.9166666666666666,0.9705882352941176,0.9428571428571428,0.8803921568627451,0.93455081174111
val,legacy_global_canonical,44,unmapped,626,0.9182220772761078,0.6554098049351297,626.0,0.7794751093461821,0.8075826156311501,443,1.041280710364756,0.8163390385731214,443.0,0.7476692592161233,0.7487577248005237,626,0.8466453674121406,0.8480542754736303,0.7794117647058824,0.8548387096774194,0.8153846153846154,0.9250778716504523,0.8606602353474395
test,legacy_global_canonical,44,overall,1743,0.928463778423504,0.686187722891723,1743.0,0.7896532892665682,0.7920285951655337,1406,0.9894253656966546,0.7594546526723447,1406.0,0.7490209923111791,0.7436757740792086,1743,0.8433734939759037,0.8415424903902657,0.8065789473684211,0.8294993234100135,0.8178785857238159,0.916454614559354,0.8640378261896502
test,legacy_global_canonical,44,single,782,0.8841304750484739,0.6922380670314402,782.0,0.7939148038664647,0.8062976939670276,708,0.9039105418741538,0.7105862574788642,708.0,0.775708802453009,0.7904507540314575,782,0.8388746803069054,0.8250466853408029,0.8146853146853147,0.761437908496732,0.7871621621621623,0.9160007140110946,0.8590502694086152
test,legacy_global_canonical,44,flanks_agree,247,1.1521398698521188,0.8509753556386662,247.0,0.6073198978525192,0.6669162557493827,204,1.1985867267807346,0.9129272681825301,204.0,0.4110075094737977,0.4610342767029287,247,0.8016194331983806,0.780951405951406,0.803680981595092,0.8851351351351351,0.8424437299035369,0.8170898170898171,0.8389803652398776
test,legacy_global_canonical,44,within_gene_canonical,15,0.9506837405385787,0.7034582217534383,15.0,0.6550802351708411,0.7494617810460477,10,1.1098146522619894,0.8076895833015442,10.0,0.39506925531585907,0.6092732051902789,15,0.8666666666666667,0.8611111111111112,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9074074074074074,0.8178571428571427
test,legacy_global_canonical,44,cross_gene_unresolved,63,0.7911048003616972,0.6615977045444269,63.0,0.7832682644305202,0.9034337336748465,34,0.9892128258130052,0.8435190538054004,34.0,0.6654160321584577,0.7649163840883726,63,0.9365079365079365,0.9222826086956522,0.9523809523809523,0.8695652173913043,0.909090909090909,0.9956521739130435,0.9922513686691381
test,legacy_global_canonical,44,within_gene_unresolved,4,1.4493247811460799,1.2233729790896177,4.0,-0.8944271909999159,-0.9999987666868586,4,1.4493247811460799,1.2233729790896177,4.0,-0.8944271909999159,-0.9999987666868586,4,1.0,0.5,1.0,1.0,1.0,,
test,legacy_global_canonical,44,unresolved_union,67,0.8449191254220172,0.6951365269053338,67.0,0.8082055919210311,0.9094277076044767,38,1.0472092962598618,0.8835036775195285,38.0,0.6948587339543054,0.7756063024816922,67,0.9402985074626866,0.9319444444444445,0.96,0.8888888888888888,0.923076923076923,0.9962962962962963,0.9943995236587829
test,legacy_global_canonical,44,unmapped,632,0.8912404366979061,0.6129400302373061,632.0,0.7786611322955628,0.8115157510819303,446,1.0054659780040192,0.7551815539782224,446.0,0.7176477077091127,0.7421524734858834,632,0.8544303797468354,0.8575605680868839,0.7857142857142857,0.873015873015873,0.8270676691729324,0.9324874686716792,0.8886941337017342
val,mask_unresolved,42,overall,1727,0.9195477417340353,0.705541601492449,1727.0,0.8022545204002999,0.8168116070054057,1388,0.9617961100377326,0.7612426150731088,1388.0,0.7871375900676774,0.7794014550787709,1727,0.8540822235089751,0.8603724796526205,0.7840772014475271,0.8990318118948825,0.8376288659793815,0.9297574570321756,0.8895337586912258
