split,seed,scope,metric,legacy,masked,delta_masked_minus_legacy
val,44,cross_gene_unresolved,threshold_500nm_recall,0.9642857142857143,0.9642857142857143,0.0
val,44,cross_gene_unresolved,threshold_500nm_f1,0.9310344827586207,0.9310344827586207,0.0
val,44,cross_gene_unresolved,threshold_500nm_auroc,0.8545918367346939,0.9362244897959183,0.08163265306122447
val,44,cross_gene_unresolved,threshold_500nm_auprc,0.910661442972165,0.972943207655405,0.06228176468323998
val,44,within_gene_unresolved,all_spearman,0.6791563658482759,0.6791563658482759,0.0
val,44,within_gene_unresolved,all_pearson,0.8949156812093473,0.9787788931159301,0.08386321190658286
val,44,within_gene_unresolved,all_rmse,0.8138806565456749,0.8100097477997373,-0.00387090874593754
val,44,within_gene_unresolved,exact_spearman,0.47809144373375745,0.47809144373375745,0.0
val,44,within_gene_unresolved,exact_pearson,0.48176466658296346,0.9287334087306378,0.44696874214767435
val,44,within_gene_unresolved,exact_rmse,0.878184314922776,0.8740100248247281,-0.004174290098047928
val,44,within_gene_unresolved,threshold_500nm_accuracy,1.0,1.0,0.0
val,44,within_gene_unresolved,threshold_500nm_balanced_accuracy,1.0,1.0,0.0
val,44,within_gene_unresolved,threshold_500nm_precision,1.0,1.0,0.0
val,44,within_gene_unresolved,threshold_500nm_recall,1.0,1.0,0.0
val,44,within_gene_unresolved,threshold_500nm_f1,1.0,1.0,0.0
val,44,within_gene_unresolved,threshold_500nm_auroc,1.0,1.0,0.0
val,44,within_gene_unresolved,threshold_500nm_auprc,1.0,1.0,0.0
val,44,unresolved_union,all_spearman,0.6132804915196352,0.6637179395668751,0.05043744804723993
val,44,unresolved_union,all_pearson,0.7702325799104054,0.8177125810034289,0.04748000109302353
val,44,unresolved_union,all_rmse,0.9427368827924215,0.9168261658746193,-0.025910716917802223
val,44,unresolved_union,exact_spearman,0.435766015890172,0.511083598883535,0.07531758299336305
val,44,unresolved_union,exact_pearson,0.6006385997745618,0.6827403370399938,0.08210173726543202
val,44,unresolved_union,exact_rmse,0.9932126697550399,0.964737799206156,-0.028474870548883868
val,44,unresolved_union,threshold_500nm_accuracy,0.9183673469387755,0.9183673469387755,0.0
val,44,unresolved_union,threshold_500nm_balanced_accuracy,0.8852941176470588,0.8852941176470588,0.0
val,44,unresolved_union,threshold_500nm_precision,0.9166666666666666,0.9166666666666666,0.0
val,44,unresolved_union,threshold_500nm_recall,0.9705882352941176,0.9705882352941176,0.0
val,44,unresolved_union,threshold_500nm_f1,0.9428571428571428,0.9428571428571428,0.0
val,44,unresolved_union,threshold_500nm_auroc,0.8803921568627451,0.9431372549019608,0.06274509803921569
val,44,unresolved_union,threshold_500nm_auprc,0.93455081174111,0.9774438341052516,0.04289302236414161
val,44,unmapped,all_spearman,0.7794751093461821,0.7804129152273708,0.0009378058811886358
val,44,unmapped,all_pearson,0.8075826156311501,0.8124061439101139,0.004823528278963818
