run_id,label,assay_mode,batch_size,cond_id,content_conditioned,device,embed_dim,encoder_backbone,epochs,head_type,init_checkpoint,lr,max_nM,measurement_profile,n_bins,n_heads,n_layers,n_params,probe_alleles,seed,sigma_mult,test_rows,train_rows,val_rows,warm_start,final_epoch,mean_epoch_s,best_val_loss,best_val_loss_epoch,final_val_loss,best_val_spearman,best_val_spearman_epoch,final_val_spearman,test_spearman,test_pearson,test_auroc,test_auprc,test_f1,test_balanced_accuracy,test_accuracy,test_precision,test_recall,test_rmse_log10,test_loss,display_label
dist-ba-v6-mainpath-groove-c09-cc1,c09_mhcflurry_additive_max50k,additive,256,9,True,cuda,128,groove,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,599347,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.1138000000000003,0.02837439556606114,14,0.03279362851753831,0.8250300884246826,13,0.8066244721412659,0.829957127571106,0.8258832693099976,0.9353821277618408,0.8920102119445801,0.8379961146875121,0.8659350872039795,0.86997389793396,0.8298969268798828,0.8462549448013306,0.8765015602111816,0.03133565024472773,c09_mhcflurry_additive_max50k [dist-ba-v6-mainpath-groove-c09-cc1]
dist-ba-v6-mainpath-ablation-c06-cc0,c06_mhcflurry_additive_max100k_d64,additive,256,6,False,cuda,64,historical_ablation,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,85842,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.2064000000000004,0.027185743674635887,15,0.030424419324845076,0.8292838335037231,23,0.8144881725311279,0.8295210003852844,0.8257112503051758,0.9347137212753296,0.8937859535217285,0.8238375964638499,0.853913277387619,0.8595300316810608,0.8211488127708435,0.8265440464019775,0.8796153664588928,0.029415579279884696,c06_mhcflurry_additive_max100k_d64 [dist-ba-v6-mainpath-ablation-c06-cc0]
dist-ba-v6-mainpath-ablation-c10-cc0,c10_mhcflurry_additive_max100k,additive,256,10,False,cuda,128,historical_ablation,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,304530,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.3792,0.02787750749848783,13,0.02947113150730729,0.8260800242424011,12,0.8151599764823914,0.8294909000396729,0.8272969722747803,0.9345349669456482,0.8927711248397827,0.8206451905213832,0.8515800833702087,0.854830265045166,0.8060836791992188,0.8357424736022949,0.8804645538330078,0.028829816495999694,c10_mhcflurry_additive_max100k [dist-ba-v6-mainpath-ablation-c10-cc0]
dist-ba-v6-mainpath-ablation-c05-cc0,c05_mhcflurry_additive_max50k_d64,additive,256,5,False,cuda,64,historical_ablation,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,85842,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,1.8329999999999995,0.03007131046615541,23,0.03222760488279164,0.8269039988517761,23,0.820864200592041,0.8292795419692993,0.82257479429245,0.9347501993179321,0.8917062878608704,0.8258575179692336,0.8554083704948425,0.8621410131454468,0.8291390538215637,0.822601854801178,0.8853679299354553,0.03263341239653528,c05_mhcflurry_additive_max50k_d64 [dist-ba-v6-mainpath-ablation-c05-cc0]
dist-ba-v6-mainpath-ablation-c09-cc1,c09_mhcflurry_additive_max50k,additive,256,9,True,cuda,128,historical_ablation,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,316850,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.1492,0.027974796714261174,10,0.02922776620835066,0.8318184018135071,10,0.822891891002655,0.8292663097381592,0.8317887783050537,0.9369946122169495,0.8981794714927673,0.8292993724466583,0.8592691421508789,0.860052227973938,0.8046971559524536,0.855453372001648,0.8585241436958313,0.029925999930128455,c09_mhcflurry_additive_max50k [dist-ba-v6-mainpath-ablation-c09-cc1]
dist-ba-v6-mainpath-groove-c10-cc1,c10_mhcflurry_additive_max100k,additive,256,10,True,cuda,128,groove,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,599347,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,1.9957999999999998,0.025526776909828186,14,0.0288247459102422,0.8323664665222168,29,0.8168241381645203,0.8288276195526123,0.8311405777931213,0.935748815536499,0.898463249206543,0.8378378469236786,0.8662015497684479,0.8684073090553284,0.8209331631660461,0.855453372001648,0.872088611125946,0.027948041446506977,c10_mhcflurry_additive_max100k [dist-ba-v6-mainpath-groove-c10-cc1]
dist-ba-v6-mainpath-groove-c14-cc0,c14_mhcflurry_additive_max100k_d256,additive,256,14,False,cuda,256,groove,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,2171155,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.8864,0.02624320425093174,11,0.02916017221286893,0.8323478102684021,6,0.8209058046340942,0.827731728553772,0.8270406723022461,0.9355859756469727,0.9010571241378784,0.8325849861627564,0.8618545532226562,0.8637075424194336,0.8132832050323486,0.8528252243995667,0.8870585560798645,0.029271868057549,c14_mhcflurry_additive_max100k_d256 [dist-ba-v6-mainpath-groove-c14-cc0]
dist-ba-v6-mainpath-groove-c10-cc0,c10_mhcflurry_additive_max100k,additive,256,10,False,cuda,128,groove,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,587027,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.4304,0.028247481444850564,12,0.03204293316230178,0.8216888308525085,11,0.8054038882255554,0.8264502286911011,0.8195403814315796,0.9293026328086853,0.882217288017273,0.8304320003515725,0.8598692417144775,0.862663209438324,0.8151898980140686,0.8462549448013306,0.9116243720054626,0.031156795797869563,c10_mhcflurry_additive_max100k [dist-ba-v6-mainpath-groove-c10-cc0]
dist-ba-v6-mainpath-groove-c13-cc1,c13_mhcflurry_additive_max50k_d256,additive,256,13,True,cuda,256,groove,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,2195763,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,3.1524,0.027357821818441153,26,0.029762848280370235,0.8383402228355408,26,0.8228811621665955,0.8254544138908386,0.826359748840332,0.94125896692276,0.9032614827156067,0.8373930276573812,0.8650116324424744,0.8710182905197144,0.8390501141548157,0.8357424736022949,0.8742830753326416,0.030744093586690724,c13_mhcflurry_additive_max50k_d256 [dist-ba-v6-mainpath-groove-c13-cc1]
dist-ba-v6-mainpath-groove-c06-cc1,c06_mhcflurry_additive_max100k_d64,additive,256,6,True,cuda,64,groove,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,175923,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.264,0.02626343909651041,17,0.029703102074563503,0.8349223136901855,27,0.822839081287384,0.8251618146896362,0.8220323920249939,0.9361074566841125,0.8915138244628906,0.8291054711821477,0.8577557802200317,0.8663185238838196,0.8426051735877991,0.8160315155982971,0.8912893533706665,0.029309128876775503,c06_mhcflurry_additive_max100k_d64 [dist-ba-v6-mainpath-groove-c06-cc1]
dist-ba-v6-mainpath-groove-c06-cc0,c06_mhcflurry_additive_max100k_d64,additive,256,6,False,cuda,64,groove,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,169747,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.1072,0.026653860695660114,13,0.031162538332864642,0.8309222459793091,14,0.8068850040435791,0.8248630166053772,0.8193512558937073,0.9325627088546753,0.8807636499404907,0.8280839964036762,0.8573936820030212,0.8631854057312012,0.8269987106323242,0.8291721343994141,0.8927005529403687,0.029979246901348233,c06_mhcflurry_additive_max100k_d64 [dist-ba-v6-mainpath-groove-c06-cc0]
dist-ba-v6-mainpath-groove-c04-cc0,c04_hlgauss_d2_logit_max100k_K128_s0.75_d32,d2_logit,256,4,False,cuda,32,groove,50,hlgauss,,0.001,100000,numeric_no_qualitative,128,4,2,65217,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.3262000000000005,3.7596313804388046,12,3.8278957158327103,0.8175208568572998,49,0.8148237466812134,0.8244292736053467,0.8317155241966248,0.938284695148468,0.8906438946723938,0.8367609341574214,0.8653350174427032,0.867362916469574,0.8188679218292236,0.855453372001648,0.8710840940475464,3.9254940152168274,c04_hlgauss_d2_logit_max100k_K128_s0.75_d32 [dist-ba-v6-mainpath-groove-c04-cc0]
dist-ba-v6-mainpath-groove-c09-cc0,c09_mhcflurry_additive_max50k,additive,256,9,False,cuda,128,groove,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,587027,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,1.9808000000000001,0.029148175613954663,12,0.03305410477332771,0.8242559432983398,12,0.8077026605606079,0.82405024766922,0.8235412240028381,0.9337002635002136,0.8888328671455383,0.834086512784635,0.8629163801670074,0.8657963275909424,0.8197969794273376,0.8488830327987671,0.8860348463058472,0.032568804221227765,c09_mhcflurry_additive_max50k [dist-ba-v6-mainpath-groove-c09-cc0]
dist-ba-v6-mainpath-ablation-c09-cc0,c09_mhcflurry_additive_max50k,additive,256,9,False,cuda,128,historical_ablation,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,304530,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.2182000000000004,0.02991570788435638,12,0.0329032086301595,0.8229876756668091,12,0.8086376190185547,0.8234118223190308,0.8206878900527954,0.9324192404747009,0.8901427388191223,0.8367609341574214,0.8653350174427032,0.867362916469574,0.8188679218292236,0.855453372001648,0.8881099820137024,0.033078590873628855,c09_mhcflurry_additive_max50k [dist-ba-v6-mainpath-ablation-c09-cc0]
dist-ba-v6-mainpath-groove-c03-cc1,c03_hlgauss_d2_logit_max50k_K128_s0.75_d32,d2_logit,256,3,True,cuda,32,groove,50,hlgauss,,0.001,50000,numeric_no_qualitative,128,4,2,68321,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.0951999999999997,4.3628102242946625,19,4.538595527410507,0.8189849257469177,47,0.8127972483634949,0.823319137096405,0.8245288729667664,0.9335135817527771,0.8931744694709778,0.8207861509617692,0.8510044515132904,0.8595300316810608,0.8324324488639832,0.809461236000061,0.8737680912017822,4.497744143009186,c03_hlgauss_d2_logit_max50k_K128_s0.75_d32 [dist-ba-v6-mainpath-groove-c03-cc1]
dist-ba-v6-mainpath-groove-c03-cc0,c03_hlgauss_d2_logit_max50k_K128_s0.75_d32,d2_logit,256,3,False,cuda,32,groove,50,hlgauss,,0.001,50000,numeric_no_qualitative,128,4,2,65217,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,1.9926000000000001,4.356418818235397,19,4.470406413078308,0.8070433139801025,49,0.8029618263244629,0.8231719136238098,0.8304303884506226,0.9343709945678711,0.8835211992263794,0.8378728826438134,0.8659493029117584,0.8694517016410828,0.8271446824073792,0.8488830327987671,0.8605784177780151,4.422823578119278,c03_hlgauss_d2_logit_max50k_K128_s0.75_d32 [dist-ba-v6-mainpath-groove-c03-cc0]
dist-ba-v6-mainpath-groove-c04-cc1,c04_hlgauss_d2_logit_max100k_K128_s0.75_d32,d2_logit,256,4,True,cuda,32,groove,50,hlgauss,,0.001,100000,numeric_no_qualitative,128,4,2,68321,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.1492,3.770741492509842,22,3.9034357964992523,0.8167148232460022,47,0.8094186186790466,0.8230764269828796,0.8308906555175781,0.9359162449836731,0.8955826759338379,0.8346153805120293,0.8636018931865692,0.8652741312980652,0.8147684335708618,0.855453372001648,0.871346652507782,4.007815659046173,c04_hlgauss_d2_logit_max100k_K128_s0.75_d32 [dist-ba-v6-mainpath-groove-c04-cc1]
dist-ba-v6-mainpath-ablation-c08-cc1,c08_hlgauss_d2_logit_max100k_K128_s0.75_d64,d2_logit,256,8,True,cuda,64,historical_ablation,50,hlgauss,,0.001,100000,numeric_no_qualitative,128,4,2,108528,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,1.7195999999999998,3.7750226259231567,8,4.428343653678894,0.819412112236023,16,0.8012262582778931,0.8229973912239075,0.8315986394882202,0.9369524121284485,0.8906673192977905,0.8361290283457667,0.8646637499332428,0.867362916469574,0.8212927579879761,0.8515111804008484,0.8789907693862915,4.413791835308075,c08_hlgauss_d2_logit_max100k_K128_s0.75_d64 [dist-ba-v6-mainpath-ablation-c08-cc1]
