split,endpoint,column,observations,training_rows,source_rows,unique_observations,traceable_observations,untraceable_rows,distinct_peptides,positive,negative,graded,exact,left_censored,right_censored,instances,unique_positive,unique_negative,unique_exact
val,assays.EC50_nM,,172,172,0,172,0,172,113,0,0,0,162,0,10,172,0,0,162
val,elution_logit,,157537,157537,0,157537,0,157537,66943,155564,1973,0,0,0,0,228838,155564,1973,0
val,presentation_logit,,157537,157537,0,157537,0,157537,66943,155564,1973,0,0,0,0,228838,155564,1973,0
val,tcell_logit,,15266,15266,0,15266,0,15266,6038,7564,7702,0,0,0,0,15266,7564,7702,0
val,immunogenicity_logit,,15266,15266,0,15266,0,15266,6038,7564,7702,0,0,0,0,15266,7564,7702,0
val,tcell_panel_logits.assay_method,,15266,15266,0,15266,0,15266,6038,7564,7702,0,0,0,0,15266,7564,7702,0
val,tcell_panel_logits.assay_method,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.assay_method,ELISPOT,6668,6668,0,6668,0,6668,3242,1907,4761,0,0,0,0,6668,1907,4761,0
val,tcell_panel_logits.assay_method,ICS,1507,1507,0,1507,0,1507,576,1095,412,0,0,0,0,1507,1095,412,0
val,tcell_panel_logits.assay_method,MULTIMER,2856,2856,0,2856,0,2856,1567,1660,1196,0,0,0,0,2856,1660,1196,0
val,tcell_panel_logits.assay_method,ELISA,1036,1036,0,1036,0,1036,516,692,344,0,0,0,0,1036,692,344,0
val,tcell_panel_logits.assay_method,CYTOTOXICITY_ASSAY,954,954,0,954,0,954,525,705,249,0,0,0,0,954,705,249,0
val,tcell_panel_logits.assay_method,PROLIFERATION_ASSAY,647,647,0,647,0,647,387,445,202,0,0,0,0,647,445,202,0
val,tcell_panel_logits.assay_method,IN_VITRO_ASSAY,3,3,0,3,0,3,3,3,0,0,0,0,0,3,3,0,0
val,tcell_panel_logits.assay_method,IN_VIVO_ASSAY,167,167,0,167,0,167,87,120,47,0,0,0,0,167,120,47,0
val,tcell_panel_logits.assay_method,BIOASSAY,726,726,0,726,0,726,477,484,242,0,0,0,0,726,484,242,0
val,tcell_panel_logits.assay_method,OTHER,702,702,0,702,0,702,242,453,249,0,0,0,0,702,453,249,0
val,tcell_panel_logits.assay_readout,,15266,15266,0,15266,0,15266,6038,7564,7702,0,0,0,0,15266,7564,7702,0
val,tcell_panel_logits.assay_readout,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.assay_readout,IFNG,8384,8384,0,8384,0,8384,4041,3019,5365,0,0,0,0,8384,3019,5365,0
val,tcell_panel_logits.assay_readout,TNFA,344,344,0,344,0,344,221,264,80,0,0,0,0,344,264,80,0
val,tcell_panel_logits.assay_readout,IL2,351,351,0,351,0,351,201,263,88,0,0,0,0,351,263,88,0
val,tcell_panel_logits.assay_readout,IL4,71,71,0,71,0,71,54,40,31,0,0,0,0,71,40,31,0
val,tcell_panel_logits.assay_readout,IL5,41,41,0,41,0,41,30,36,5,0,0,0,0,41,36,5,0
val,tcell_panel_logits.assay_readout,IL10,73,73,0,73,0,73,52,46,27,0,0,0,0,73,46,27,0
val,tcell_panel_logits.assay_readout,GMCSF,29,29,0,29,0,29,23,28,1,0,0,0,0,29,28,1,0
val,tcell_panel_logits.assay_readout,CYTOTOXICITY,954,954,0,954,0,954,525,705,249,0,0,0,0,954,705,249,0
val,tcell_panel_logits.assay_readout,PROLIFERATION,647,647,0,647,0,647,387,445,202,0,0,0,0,647,445,202,0
val,tcell_panel_logits.assay_readout,ACTIVATION,691,691,0,691,0,691,453,452,239,0,0,0,0,691,452,239,0
val,tcell_panel_logits.assay_readout,QUAL_BINDING,212,212,0,212,0,212,69,117,95,0,0,0,0,212,117,95,0
val,tcell_panel_logits.assay_readout,KD,104,104,0,104,0,104,67,98,6,0,0,0,0,104,98,6,0
val,tcell_panel_logits.assay_readout,MULTIMER_BINDING,2856,2856,0,2856,0,2856,1567,1660,1196,0,0,0,0,2856,1660,1196,0
val,tcell_panel_logits.assay_readout,OTHER,509,509,0,509,0,509,257,391,118,0,0,0,0,509,391,118,0
val,tcell_panel_logits.apc_type,,11795,11795,0,11795,0,11795,4860,5371,6424,0,0,0,0,11795,5371,6424,0
val,tcell_panel_logits.apc_type,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.apc_type,DENDRITIC,368,368,0,368,0,368,250,205,163,0,0,0,0,368,205,163,0
val,tcell_panel_logits.apc_type,B_CELL,1080,1080,0,1080,0,1080,735,604,476,0,0,0,0,1080,604,476,0
val,tcell_panel_logits.apc_type,PBMC,5698,5698,0,5698,0,5698,2391,2226,3472,0,0,0,0,5698,2226,3472,0
val,tcell_panel_logits.apc_type,SPLENOCYTE,2176,2176,0,2176,0,2176,1171,869,1307,0,0,0,0,2176,869,1307,0
val,tcell_panel_logits.apc_type,T2_B_CELL,480,480,0,480,0,480,251,358,122,0,0,0,0,480,358,122,0
val,tcell_panel_logits.apc_type,B_LCL,105,105,0,105,0,105,63,67,38,0,0,0,0,105,67,38,0
val,tcell_panel_logits.apc_type,T_CELL,740,740,0,740,0,740,521,309,431,0,0,0,0,740,309,431,0
val,tcell_panel_logits.apc_type,OTHER,1148,1148,0,1148,0,1148,533,733,415,0,0,0,0,1148,733,415,0
val,tcell_panel_logits.culture_context,,14897,14897,0,14897,0,14897,5997,7249,7648,0,0,0,0,14897,7249,7648,0
val,tcell_panel_logits.culture_context,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.culture_context,DIRECT_EX_VIVO,11526,11526,0,11526,0,11526,5071,4786,6740,0,0,0,0,11526,4786,6740,0
val,tcell_panel_logits.culture_context,SHORT_RESTIM,1898,1898,0,1898,0,1898,923,1153,745,0,0,0,0,1898,1153,745,0
val,tcell_panel_logits.culture_context,IN_VITRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.culture_context,IN_VIVO,25,25,0,25,0,25,11,25,0,0,0,0,0,25,25,0,0
val,tcell_panel_logits.culture_context,ENGINEERED,357,357,0,357,0,357,108,325,32,0,0,0,0,357,325,32,0
val,tcell_panel_logits.culture_context,CELL_LINE_CLONE,1085,1085,0,1085,0,1085,504,955,130,0,0,0,0,1085,955,130,0
val,tcell_panel_logits.culture_context,NON_SPECIFIC_ACTIVATION,5,5,0,5,0,5,4,4,1,0,0,0,0,5,4,1,0
val,tcell_panel_logits.culture_context,OTHER,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
val,tcell_panel_logits.stim_context,,15266,15266,0,15266,0,15266,6038,7564,7702,0,0,0,0,15266,7564,7702,0
val,tcell_panel_logits.stim_context,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.stim_context,EX_VIVO,11526,11526,0,11526,0,11526,5071,4786,6740,0,0,0,0,11526,4786,6740,0
val,tcell_panel_logits.stim_context,IN_VITRO_STIM,2913,2913,0,2913,0,2913,1318,2051,862,0,0,0,0,2913,2051,862,0
val,tcell_panel_logits.stim_context,IN_VIVO,27,27,0,27,0,27,11,27,0,0,0,0,0,27,27,0,0
val,tcell_panel_logits.stim_context,ENGINEERED,373,373,0,373,0,373,116,340,33,0,0,0,0,373,340,33,0
val,tcell_panel_logits.stim_context,OTHER,427,427,0,427,0,427,170,360,67,0,0,0,0,427,360,67,0
val,tcell_panel_logits.peptide_format,,15266,15266,0,15266,0,15266,6038,7564,7702,0,0,0,0,15266,7564,7702,0
val,tcell_panel_logits.peptide_format,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.peptide_format,MINIMAL_EPITOPE,13252,13252,0,13252,0,13252,5321,6591,6661,0,0,0,0,13252,6591,6661,0
val,tcell_panel_logits.peptide_format,LONG_PEPTIDE,2014,2014,0,2014,0,2014,717,973,1041,0,0,0,0,2014,973,1041,0
val,tcell_panel_logits.peptide_format,PEPTIDE_POOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.peptide_format,WHOLE_PROTEIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcell_panel_logits.peptide_format,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,assays.kon,,6,6,0,6,0,6,6,0,0,0,6,0,0,6,0,0,6
val,assays.koff,,15,15,0,15,0,15,13,0,0,0,15,0,0,15,0,0,15
val,assays.t_half,,1115,1115,0,1115,0,1115,716,0,0,0,1100,0,15,1115,0,0,1100
val,assays.Tm,,97,97,0,97,0,97,77,0,0,0,94,0,3,97,0,0,94
val,binding_affinity_probe_kd,,23708,23708,0,23708,0,23708,5049,0,0,0,17787,0,5921,23708,0,0,17787
val,ms_detectability_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,processing_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_start_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_class_logits,,208200,208200,0,208200,0,208200,76700,0,0,0,0,0,0,208200,0,0,0
val,mhc_class_logits,I,208200,208200,0,208200,0,208200,76700,161613,46587,0,0,0,0,208200,161613,46587,0
val,mhc_class_logits,II,208200,208200,0,208200,0,208200,76700,46587,161613,0,0,0,0,208200,46587,161613,0
val,mhc_species_logits,,208200,208200,0,208200,0,208200,76700,0,0,0,0,0,0,208200,0,0,0
val,mhc_species_logits,human,208200,208200,0,208200,0,208200,76700,179351,28849,0,0,0,0,208200,179351,28849,0
val,mhc_species_logits,nhp,208200,208200,0,208200,0,208200,76700,801,207399,0,0,0,0,208200,801,207399,0
val,mhc_species_logits,murine,208200,208200,0,208200,0,208200,76700,27625,180575,0,0,0,0,208200,27625,180575,0
val,mhc_species_logits,other_mammal,208200,208200,0,208200,0,208200,76700,275,207925,0,0,0,0,208200,275,207925,0
val,mhc_species_logits,bird,208200,208200,0,208200,0,208200,76700,148,208052,0,0,0,0,208200,148,208052,0
val,mhc_species_logits,other_vertebrate,208200,208200,0,208200,0,208200,76700,0,208200,0,0,0,0,208200,0,208200,0
val,mhc_a_type_logits,,208200,208200,0,208200,0,208200,76700,0,0,0,0,0,0,208200,0,0,0
val,mhc_a_type_logits,MHC_I,208200,208200,0,208200,0,208200,76700,161613,46587,0,0,0,0,208200,161613,46587,0
val,mhc_a_type_logits,MHC_IIa,208200,208200,0,208200,0,208200,76700,26395,181805,0,0,0,0,208200,26395,181805,0
val,mhc_a_type_logits,MHC_IIb,208200,208200,0,208200,0,208200,76700,20192,188008,0,0,0,0,208200,20192,188008,0
val,mhc_a_type_logits,B2M,208200,208200,0,208200,0,208200,76700,0,208200,0,0,0,0,208200,0,208200,0
val,mhc_a_type_logits,unknown,208200,208200,0,208200,0,208200,76700,0,208200,0,0,0,0,208200,0,208200,0
val,mhc_b_type_logits,,208200,208200,0,208200,0,208200,76700,0,0,0,0,0,0,208200,0,0,0
val,mhc_b_type_logits,MHC_I,208200,208200,0,208200,0,208200,76700,161613,46587,0,0,0,0,208200,161613,46587,0
val,mhc_b_type_logits,MHC_IIa,208200,208200,0,208200,0,208200,76700,0,208200,0,0,0,0,208200,0,208200,0
val,mhc_b_type_logits,MHC_IIb,208200,208200,0,208200,0,208200,76700,46587,161613,0,0,0,0,208200,46587,161613,0
val,mhc_b_type_logits,B2M,208200,208200,0,208200,0,208200,76700,0,208200,0,0,0,0,208200,0,208200,0
val,mhc_b_type_logits,unknown,208200,208200,0,208200,0,208200,76700,0,208200,0,0,0,0,208200,0,208200,0
val,tcr_evidence_logit,,10456,10456,0,10456,0,10456,206,10456,0,0,0,0,0,10456,10456,0,0
val,tcr_evidence_method_logits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcr_evidence_method_logits,multimer_binding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcr_evidence_method_logits,target_cell_functional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,tcr_evidence_method_logits,functional_readout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,species_of_origin_logits,,191840,191840,0,191840,0,191840,70291,0,0,0,0,0,0,191840,0,0,0
val,species_of_origin_logits,human,191840,191840,0,191840,0,191840,70291,139471,52369,0,0,0,0,191840,139471,52369,0
val,species_of_origin_logits,nhp,191840,191840,0,191840,0,191840,70291,121,191719,0,0,0,0,191840,121,191719,0
val,species_of_origin_logits,murine,191840,191840,0,191840,0,191840,70291,18095,173745,0,0,0,0,191840,18095,173745,0
val,species_of_origin_logits,other_mammal,191840,191840,0,191840,0,191840,70291,622,191218,0,0,0,0,191840,622,191218,0
val,species_of_origin_logits,bird,191840,191840,0,191840,0,191840,70291,801,191039,0,0,0,0,191840,801,191039,0
val,species_of_origin_logits,other_vertebrate,191840,191840,0,191840,0,191840,70291,6,191834,0,0,0,0,191840,6,191834,0
val,species_of_origin_logits,invertebrate,191840,191840,0,191840,0,191840,70291,852,190988,0,0,0,0,191840,852,190988,0
val,species_of_origin_logits,fungi,191840,191840,0,191840,0,191840,70291,70,191770,0,0,0,0,191840,70,191770,0
val,species_of_origin_logits,bacteria,191840,191840,0,191840,0,191840,70291,2845,188995,0,0,0,0,191840,2845,188995,0
val,species_of_origin_logits,viruses,191840,191840,0,191840,0,191840,70291,28957,162883,0,0,0,0,191840,28957,162883,0
val,species_of_origin_logits,archaea,191840,191840,0,191840,0,191840,70291,0,191840,0,0,0,0,191840,0,191840,0
val,foreignness_logit,,191840,191840,0,191840,0,191840,70291,31872,159968,0,0,0,0,191840,31872,159968,0
val,binding_assay_panel_assay_type,,23708,23708,0,23708,0,23708,5049,0,0,0,17787,0,5921,23708,0,0,17787
val,binding_assay_panel_assay_type,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_type,KD,2117,2117,0,2117,0,2117,388,0,0,0,725,0,1392,2117,0,0,725
val,binding_assay_panel_assay_type,KD_PROXY_IC50,8906,8906,0,8906,0,8906,3163,0,0,0,8223,0,683,8906,0,0,8223
val,binding_assay_panel_assay_type,KD_PROXY_EC50,5535,5535,0,5535,0,5535,586,0,0,0,2473,0,3062,5535,0,0,2473
val,binding_assay_panel_assay_type,IC50,6978,6978,0,6978,0,6978,1736,0,0,0,6204,0,774,6978,0,0,6204
val,binding_assay_panel_assay_type,EC50,172,172,0,172,0,172,113,0,0,0,162,0,10,172,0,0,162
val,binding_assay_panel_assay_type,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_type,T_HALF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_type,TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_type,KOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_type,KON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_prep,,23708,23708,0,23708,0,23708,5049,0,0,0,17787,0,5921,23708,0,0,17787
val,binding_assay_panel_assay_prep,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_prep,PURIFIED,22820,22820,0,22820,0,22820,4898,0,0,0,17129,0,5691,22820,0,0,17129
val,binding_assay_panel_assay_prep,CELLULAR,816,816,0,816,0,816,432,0,0,0,622,0,194,816,0,0,622
val,binding_assay_panel_assay_prep,LYSATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_prep,BINDING_ASSAY,72,72,0,72,0,72,7,0,0,0,36,0,36,72,0,0,36
val,binding_assay_panel_assay_prep,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_geometry,,23708,23708,0,23708,0,23708,5049,0,0,0,17787,0,5921,23708,0,0,17787
val,binding_assay_panel_assay_geometry,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_geometry,COMPETITIVE,17927,17927,0,17927,0,17927,4581,0,0,0,15114,0,2813,17927,0,0,15114
val,binding_assay_panel_assay_geometry,DIRECT,5708,5708,0,5708,0,5708,694,0,0,0,2636,0,3072,5708,0,0,2636
val,binding_assay_panel_assay_geometry,T_CELL_INHIBITION,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
val,binding_assay_panel_assay_geometry,OTHER,72,72,0,72,0,72,7,0,0,0,36,0,36,72,0,0,36
val,binding_assay_panel_assay_readout,,23708,23708,0,23708,0,23708,5049,0,0,0,17787,0,5921,23708,0,0,17787
val,binding_assay_panel_assay_readout,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_panel_assay_readout,RADIOACTIVITY,14105,14105,0,14105,0,14105,3688,0,0,0,13086,0,1019,14105,0,0,13086
val,binding_assay_panel_assay_readout,FLUORESCENCE,9530,9530,0,9530,0,9530,1716,0,0,0,4664,0,4866,9530,0,0,4664
val,binding_assay_panel_assay_readout,OTHER,73,73,0,73,0,73,8,0,0,0,37,0,36,73,0,0,37
val,excision_panel_apm,,157537,157537,0,157537,0,157537,66943,155564,1973,0,0,0,0,157537,155564,1973,0
val,excision_panel_apm,none,157537,157537,0,157537,0,157537,66943,155564,1973,0,0,0,0,157537,155564,1973,0
val,excision_panel_apm,peptide_supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_apm,n_term_trimming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_apm,loading_complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_apm,mhc_null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_apm,class_ii_loading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_apm,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_apm,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_stimulus,,157537,157537,0,157537,0,157537,66943,155564,1973,0,0,0,0,157537,155564,1973,0
val,excision_panel_stimulus,none,157537,157537,0,157537,0,157537,66943,155564,1973,0,0,0,0,157537,155564,1973,0
val,excision_panel_stimulus,ifn_gamma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_stimulus,ifn_type1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_stimulus,tnf_alpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_stimulus,tlr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_stimulus,cell_activation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_panel_stimulus,cytokine_unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_base_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_class1_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_class2_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,processing_class1_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,processing_class2_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,presentation_class1_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,presentation_class2_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,recognition_cd8_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,recognition_cd4_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,recognition_repertoire_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,immunogenicity_cd8_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,immunogenicity_cd4_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,chain_compat_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_start_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,pep_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_a_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_b_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,groove_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,apc_cell_type_context_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,pmhc_interaction_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_a_species_logits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_b_species_logits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_class_probs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_species_probs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,species_probs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_is_class1_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,mhc_is_class2_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_direct_segment_mode,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_direct_segment_gate_mean,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_direct_affinity_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_direct_stability_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_assay_context_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_affinity_score_raw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_stability_score_raw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_stability_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_sequence_summary_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_kinetic_input_mode,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_logit_from_core,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_kd_bias_raw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_kd_bias,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_kd_bias_cap,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_probe_mix_weight,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_core_kd_log10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_mixed_kd_log10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_window_mask,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_window_start,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_window_length,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_window_prior_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_window_score_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_window_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_window_posterior_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_membership_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_relative_position_index,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_length,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,npfr_length,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,cpfr_length,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,core_length_norm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,npfr_length_norm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,cpfr_length_norm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_mhc_attention_effective_residues,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_mhc_attention_mass,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_mhc_attention_valid_mask,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_mhc_attention_token_count,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_n_terminus_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_c_terminus_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_length_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_missed_cleavage_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,excision_machinery_idx,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,presentation_invivo_excision_term,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,immunogenicity_recognition_term,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,latent_vecs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,binding_latents,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
val,attn_layers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,assays.KD_nM,,22418,22418,0,22418,0,22418,4871,0,0,0,16846,0,5572,22418,0,0,16846
test,assays.IC50_nM,,6791,6791,0,6791,0,6791,1724,0,0,0,6053,0,738,6791,0,0,6053
test,assays.EC50_nM,,167,167,0,167,0,167,123,0,0,0,158,0,9,167,0,0,158
test,elution_logit,,151040,151040,0,151040,0,151040,64343,149144,1896,0,0,0,0,219323,149144,1896,0
test,presentation_logit,,151040,151040,0,151040,0,151040,64343,149144,1896,0,0,0,0,219323,149144,1896,0
test,tcell_logit,,14795,14795,0,14795,0,14795,5814,7481,7314,0,0,0,0,14795,7481,7314,0
test,immunogenicity_logit,,14795,14795,0,14795,0,14795,5814,7481,7314,0,0,0,0,14795,7481,7314,0
test,tcell_panel_logits.assay_method,,14795,14795,0,14795,0,14795,5814,7481,7314,0,0,0,0,14795,7481,7314,0
test,tcell_panel_logits.assay_method,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.assay_method,ELISPOT,6382,6382,0,6382,0,6382,3157,1887,4495,0,0,0,0,6382,1887,4495,0
test,tcell_panel_logits.assay_method,ICS,1416,1416,0,1416,0,1416,545,1034,382,0,0,0,0,1416,1034,382,0
test,tcell_panel_logits.assay_method,MULTIMER,2701,2701,0,2701,0,2701,1458,1568,1133,0,0,0,0,2701,1568,1133,0
test,tcell_panel_logits.assay_method,ELISA,833,833,0,833,0,833,453,567,266,0,0,0,0,833,567,266,0
test,tcell_panel_logits.assay_method,CYTOTOXICITY_ASSAY,1096,1096,0,1096,0,1096,522,837,259,0,0,0,0,1096,837,259,0
